<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
16.10.2020,19:21:00,109534,115225,108173,109508,63
16.10.2020,19:22:00,113708,115090,108103,113798,37
16.10.2020,19:23:00,112353,115146,107906,112516,23
16.10.2020,19:24:00,111150,114951,107932,112914,55
16.10.2020,19:25:00,112161,115122,108199,114733,66
16.10.2020,19:26:00,113421,114991,108043,109244,30
16.10.2020,19:27:00,114503,115031,107941,111006,94
16.10.2020,19:28:00,113510,115236,107910,112797,68
16.10.2020,19:29:00,113571,115250,107910,110282,19
16.10.2020,19:30:00,115017,115236,107954,108097,95
16.10.2020,19:31:00,109305,115214,107968,111816,44
16.10.2020,19:32:00,111114,115292,107916,112828,58
16.10.2020,19:33:00,114666,115262,108096,110546,41
16.10.2020,19:34:00,108955,115275,107923,108763,22
16.10.2020,19:35:00,107904,115157,107904,109771,86
16.10.2020,19:36:00,111733,115120,108113,112222,86
16.10.2020,19:37:00,111401,114835,107985,108979,22
16.10.2020,19:38:00,108163,115009,107933,113718,1
16.10.2020,19:39:00,110361,115095,107972,109103,67
16.10.2020,19:40:00,110670,115104,108042,114620,46
16.10.2020,19:42:00,109125,115126,108166,111455,17
16.10.2020,19:43:00,111011,115190,107974,115099,8
16.10.2020,19:44:00,110247,115257,107926,112014,79
16.10.2020,19:45:00,111371,115267,108079,109634,24
16.10.2020,19:46:00,110184,115270,107942,113751,2
16.10.2020,19:47:00,110256,115206,108094,110529,44
16.10.2020,19:48:00,114654,115283,107922,111000,38
16.10.2020,19:49:00,115110,115288,108181,114288,71
16.10.2020,19:50:00,108570,115173,107905,109721,82
16.10.2020,19:51:00,114000,115082,108092,108993,87
16.10.2020,19:52:00,111614,115296,107987,108340,23
16.10.2020,19:53:00,109680,115208,107936,110101,74
16.10.2020,19:54:00,110143,115024,107920,110383,97
16.10.2020,19:55:00,111158,115299,107956,113513,92
16.10.2020,19:56:00,114155,115270,107964,108245,77
16.10.2020,19:57:00,113024,114845,108091,111617,83
16.10.2020,19:58:00,114773,115226,108099,111773,42
16.10.2020,19:59:00,111239,115096,108042,111909,27
16.10.2020,20:00:00,109394,115246,107909,110677,35
19.10.2020,10:00:00,112645,115082,108190,108981,26
19.10.2020,10:01:00,111902,115269,107958,110388,77
19.10.2020,10:02:00,113181,115094,107974,115094,1
19.10.2020,10:03:00,112172,114810,107942,109407,82
19.10.2020,10:04:00,112206,115158,107980,113174,4
19.10.2020,10:05:00,114081,115125,108053,111998,43
19.10.2020,10:06:00,112674,115080,107977,108467,29
19.10.2020,10:07:00,111198,115140,107936,114086,7
19.10.2020,10:08:00,110841,115211,107971,110239,77
19.10.2020,10:09:00,115028,115080,107908,112721,29
19.10.2020,10:10:00,110048,115153,108058,113469,74
19.10.2020,10:11:00,107956,115114,107930,113372,37
19.10.2020,10:12:00,115003,115253,108084,109166,84
19.10.2020,10:13:00,109260,115159,108011,108595,96
19.10.2020,10:14:00,108167,115114,108167,113837,44
19.10.2020,10:15:00,110459,115115,108012,109383,24
19.10.2020,10:16:00,113213,115246,108086,109262,2
19.10.2020,10:17:00,108332,115278,107931,112737,76
19.10.2020,10:18:00,112843,115264,108058,112863,45
19.10.2020,10:19:00,113977,115167,107956,109049,38
19.10.2020,10:20:00,108658,115173,107922,108628,28
19.10.2020,10:21:00,110794,115281,108349,109111,26
19.10.2020,10:22:00,114961,115252,107980,110459,25
19.10.2020,10:23:00,113569,115271,108209,111127,62
19.10.2020,10:24:00,112877,115110,108082,112398,83
19.10.2020,10:25:00,109794,115053,108320,113180,62
19.10.2020,10:26:00,109654,115266,108035,110819,91
19.10.2020,10:27:00,109578,115244,107956,109802,4
19.10.2020,10:28:00,115136,115206,107963,114856,6
19.10.2020,10:29:00,112075,115237,107956,109949,67
19.10.2020,10:30:00,109701,114961,108060,110073,65
19.10.2020,10:31:00,109043,115239,107943,110659,14
19.10.2020,10:32:00,108283,115213,107900,109244,32
19.10.2020,10:33:00,110276,115289,107900,112353,21
19.10.2020,10:34:00,113673,115254,108472,109209,45
19.10.2020,10:35:00,113454,115108,108062,108992,30
19.10.2020,10:36:00,112934,115247,107967,112554,15
19.10.2020,10:37:00,112948,115194,108126,108610,71
19.10.2020,10:38:00,110749,115279,107938,113138,89
19.10.2020,10:39:00,112909,114571,108015,109070,96
19.10.2020,10:40:00,110272,115265,107956,111686,14
19.10.2020,10:41:00,113289,115219,107919,109857,3
19.10.2020,10:42:00,108308,115188,107931,114695,37
19.10.2020,10:43:00,115037,115037,107927,108734,63
19.10.2020,10:44:00,110831,115196,108011,108821,57
19.10.2020,10:45:00,112880,115293,108083,108354,88
19.10.2020,10:46:00,111365,115221,108024,113556,97
19.10.2020,10:47:00,112205,115268,107989,109891,27
19.10.2020,10:48:00,115065,115219,108024,112762,42
19.10.2020,10:49:00,110691,115252,108124,114222,28
19.10.2020,10:50:00,111251,115211,107954,109942,47
19.10.2020,10:52:00,114153,115248,107909,109536,89
19.10.2020,10:53:00,114982,115078,107944,109282,40
19.10.2020,10:54:00,113999,115083,108015,113967,53
19.10.2020,10:55:00,115082,115112,107936,110251,93
19.10.2020,10:56:00,108809,115221,108054,111529,48
19.10.2020,10:57:00,107917,115122,107917,109193,56
19.10.2020,10:58:00,111349,115234,107950,111764,8
19.10.2020,10:59:00,114382,115298,108595,109860,35
19.10.2020,11:00:00,111778,114882,107918,114452,73
19.10.2020,11:01:00,109450,115221,108001,109249,4
19.10.2020,11:02:00,115031,115153,107932,112005,70
19.10.2020,11:03:00,115211,115265,108263,113520,72
19.10.2020,11:04:00,108825,115223,107922,115065,14
19.10.2020,11:05:00,113087,115030,107906,112424,57
19.10.2020,11:06:00,114661,115279,107928,108141,73
19.10.2020,11:07:00,110808,115182,107985,112945,84
19.10.2020,11:08:00,108074,115291,108039,109553,34
19.10.2020,11:09:00,108649,115202,108019,112098,5
19.10.2020,11:10:00,112496,115111,107926,110025,14
19.10.2020,11:11:00,114910,115065,108122,110006,84
19.10.2020,11:12:00,109174,114939,107992,112115,90
19.10.2020,11:13:00,110402,115278,107987,110230,13
19.10.2020,11:14:00,109028,114866,108052,110211,18
19.10.2020,11:15:00,114880,115073,108073,113168,35
19.10.2020,11:16:00,113933,115228,107940,111403,39
19.10.2020,11:18:00,114600,115057,108150,108760,55
19.10.2020,11:19:00,109986,115071,108219,110097,77
19.10.2020,11:20:00,115129,115138,108057,114251,45
19.10.2020,11:21:00,112501,115057,107916,113262,51
19.10.2020,11:22:00,114898,115247,107935,108285,48
19.10.2020,11:23:00,113774,115272,107957,111843,3
19.10.2020,11:24:00,110748,115284,107902,108284,58
19.10.2020,11:25:00,108019,114480,107935,111230,13
19.10.2020,11:26:00,112540,115058,107916,109064,30
19.10.2020,11:27:00,114325,115036,108046,108377,36
19.10.2020,11:28:00,110907,114922,108125,109475,20
19.10.2020,11:29:00,111552,114990,108001,110106,1
19.10.2020,11:30:00,110646,115216,108003,114681,47
19.10.2020,11:31:00,113751,115214,108090,108390,76
19.10.2020,11:32:00,110536,115287,108045,108857,68
19.10.2020,11:33:00,115271,115280,108123,112852,63
19.10.2020,11:34:00,114344,115260,108141,111037,4
19.10.2020,11:35:00,112463,115024,107948,112443,83
19.10.2020,11:36:00,114103,115076,107925,112160,25
19.10.2020,11:37:00,111822,115287,107933,110900,66
19.10.2020,11:38:00,113689,115221,108031,113394,61
19.10.2020,11:39:00,109196,115282,107942,114740,95
19.10.2020,11:40:00,109177,115263,107934,111878,35
19.10.2020,11:41:00,113568,114868,107936,109170,3
19.10.2020,11:42:00,114932,115297,108044,111004,80
19.10.2020,11:44:00,111043,115056,108030,113894,20
19.10.2020,11:45:00,114597,115054,107945,110075,58
19.10.2020,11:46:00,115023,115293,107922,110702,5
19.10.2020,11:47:00,110570,115230,107915,113540,40
19.10.2020,11:48:00,109163,115229,107907,108387,84
19.10.2020,11:49:00,109296,115219,108515,114301,6
19.10.2020,11:50:00,109974,115189,108123,111066,24
19.10.2020,11:51:00,114028,115245,107989,109418,92
19.10.2020,11:52:00,108581,115047,107905,109359,13
19.10.2020,11:53:00,113069,115223,107957,111335,76
19.10.2020,11:54:00,108778,115022,108086,111265,89
19.10.2020,11:55:00,114463,115209,107923,110489,76
19.10.2020,11:56:00,113358,115257,108056,111687,11
19.10.2020,11:57:00,111114,115243,107942,113017,77
19.10.2020,11:58:00,114996,115153,108237,109180,18
19.10.2020,11:59:00,109988,115276,107979,110407,37
19.10.2020,12:00:00,114712,115263,107914,113241,86
19.10.2020,12:01:00,114627,115192,108073,111689,45
19.10.2020,12:02:00,112975,115186,107960,108940,18
19.10.2020,12:03:00,114173,115292,107973,109939,11
19.10.2020,12:04:00,112331,115132,108188,112594,35
19.10.2020,12:05:00,112144,115227,107963,109363,61
19.10.2020,12:06:00,108486,115138,108273,110345,8
19.10.2020,12:07:00,108639,115130,108341,108378,92
19.10.2020,12:08:00,113037,115032,107914,110492,34
19.10.2020,12:09:00,110215,115236,108020,111798,51
19.10.2020,12:10:00,112143,115279,107986,114941,56
19.10.2020,12:11:00,114506,115287,107957,110204,74
19.10.2020,12:12:00,111286,115258,108016,108732,96
19.10.2020,12:13:00,113390,115205,108317,110833,26
19.10.2020,12:14:00,114220,114909,107925,110034,14
19.10.2020,12:15:00,110727,115250,107978,114212,49
19.10.2020,12:16:00,112490,115056,107968,110620,20
19.10.2020,12:17:00,114901,115252,108275,108459,92
19.10.2020,12:18:00,110951,115222,107982,114107,5
19.10.2020,12:19:00,108662,115000,107951,109652,78
19.10.2020,12:20:00,111219,114743,107907,113114,12
19.10.2020,12:21:00,114675,115274,108208,111494,19
19.10.2020,12:22:00,113032,115203,108671,109529,14
19.10.2020,12:23:00,115118,115118,108077,114409,23
19.10.2020,12:24:00,108937,114756,107926,108531,82
19.10.2020,12:25:00,111332,115063,107918,114587,95
19.10.2020,12:26:00,112326,115293,107992,110417,23
19.10.2020,12:27:00,112581,115274,107956,115018,29
19.10.2020,12:28:00,114548,115148,108109,109282,22
19.10.2020,12:29:00,111529,115291,108026,108757,69
19.10.2020,12:30:00,114222,115295,107957,109002,78
19.10.2020,12:31:00,115089,115097,108033,108754,97
19.10.2020,12:32:00,111197,115166,107946,112270,43
19.10.2020,12:33:00,110080,115164,107982,111200,8
19.10.2020,12:34:00,113305,115273,108658,114103,37
19.10.2020,12:35:00,109692,115180,108021,110314,94
19.10.2020,12:36:00,108041,115063,107956,110696,66
19.10.2020,12:37:00,111616,115239,108038,111124,92
19.10.2020,12:38:00,112892,115277,108060,114414,63
19.10.2020,12:39:00,108846,115229,107910,107910,62
19.10.2020,12:40:00,110510,115185,108224,110217,48
19.10.2020,12:41:00,114161,115286,107916,111259,68
19.10.2020,12:42:00,110446,114850,107932,110307,98
19.10.2020,12:43:00,108344,115180,107924,112919,37
19.10.2020,12:44:00,110341,115293,107996,113636,98
19.10.2020,12:45:00,108544,115225,107918,109954,54
19.10.2020,12:46:00,111595,115205,108062,115097,1
19.10.2020,12:47:00,112321,115007,108017,113439,14
19.10.2020,12:48:00,110472,115183,108173,113195,92
19.10.2020,12:49:00,109270,115287,107991,108840,97
19.10.2020,12:50:00,111946,115207,108120,111160,50
19.10.2020,12:51:00,112333,115236,107922,110439,35
19.10.2020,12:52:00,108496,114959,108091,114062,66
19.10.2020,12:53:00,115162,115162,108408,113777,44
19.10.2020,12:54:00,108080,115056,107940,108058,81
19.10.2020,12:55:00,111422,115192,108171,108210,20
19.10.2020,12:56:00,111502,115292,107978,108534,68
19.10.2020,12:57:00,110824,115280,108319,114183,2
19.10.2020,12:58:00,111679,115097,108115,110882,67
19.10.2020,12:59:00,113111,115094,107958,114599,97
19.10.2020,13:00:00,110889,115275,107929,113439,54
19.10.2020,13:01:00,114195,115218,108059,114742,5
19.10.2020,13:02:00,110436,115112,107927,114409,81
19.10.2020,13:03:00,111651,115128,108018,115032,63
19.10.2020,13:04:00,113197,115274,107970,115143,97
19.10.2020,13:05:00,110281,115080,107912,111893,46
19.10.2020,13:06:00,111151,115263,108090,110130,87
19.10.2020,13:07:00,113299,115176,107941,110348,11
19.10.2020,13:08:00,110073,115286,107956,112648,44
19.10.2020,13:09:00,115001,115233,107912,114878,25
19.10.2020,13:10:00,111601,114985,108188,109783,42
19.10.2020,13:11:00,113774,115256,107952,109477,47
19.10.2020,13:12:00,108405,115014,108328,108389,33
19.10.2020,13:13:00,108140,115049,107932,108024,51
19.10.2020,13:14:00,108039,115143,108039,109354,41
19.10.2020,13:15:00,109263,115269,107958,114174,73
19.10.2020,13:16:00,114504,115076,108008,111330,93
19.10.2020,13:17:00,111495,115213,107945,110401,68
19.10.2020,13:18:00,110078,115132,107946,114333,7
19.10.2020,13:19:00,111895,115236,108162,110818,18
19.10.2020,13:20:00,113218,115193,107996,112203,80
19.10.2020,13:21:00,111342,115107,107957,108317,95
19.10.2020,13:22:00,111477,115202,107925,112407,11
19.10.2020,13:23:00,111902,115120,107907,111661,27
19.10.2020,13:24:00,113850,115083,107960,113032,48
19.10.2020,13:25:00,113279,115220,107978,111224,63
19.10.2020,13:26:00,108516,115147,107957,112622,40
19.10.2020,13:27:00,109888,115224,108137,114195,53
19.10.2020,13:28:00,108052,115146,107904,108914,88
19.10.2020,13:29:00,114443,115257,107942,113599,81
19.10.2020,13:30:00,108486,115029,107932,113017,48
19.10.2020,13:31:00,111299,114949,107930,112902,16
19.10.2020,13:32:00,108206,115224,107962,108534,16
19.10.2020,13:33:00,111677,115244,107985,114229,63
19.10.2020,13:34:00,112121,115270,108022,110767,68
19.10.2020,13:35:00,115164,115164,108069,113275,93
19.10.2020,13:36:00,110432,115239,108020,114296,24
19.10.2020,13:37:00,111270,115295,108370,109185,73
19.10.2020,13:38:00,109918,115226,107961,108556,54
19.10.2020,13:39:00,110457,115196,108221,108827,30
19.10.2020,13:40:00,111755,114898,107906,108056,62
19.10.2020,13:41:00,111494,115285,107987,108307,70
19.10.2020,13:42:00,108356,115263,107949,113573,70
19.10.2020,13:43:00,112618,115277,107938,107947,66
19.10.2020,13:44:00,113051,115281,107963,115281,60
19.10.2020,13:45:00,111266,115061,107942,115061,97
19.10.2020,13:46:00,109747,115099,108071,108170,72
19.10.2020,13:47:00,112000,115231,107988,111272,12
19.10.2020,13:48:00,109150,115066,107918,111813,78
19.10.2020,13:49:00,112296,114971,108202,108214,89
19.10.2020,13:50:00,115210,115210,107919,113995,15
19.10.2020,13:51:00,108862,115175,107936,110994,6
19.10.2020,13:52:00,108660,115165,107908,108427,36
19.10.2020,13:53:00,114972,115258,107912,110744,37
19.10.2020,13:54:00,114705,114975,108104,113668,96
19.10.2020,13:55:00,109229,115289,107967,113210,49
19.10.2020,13:56:00,112490,115243,107906,110863,9
19.10.2020,13:57:00,109279,115116,107927,113183,43
19.10.2020,13:58:00,114856,115261,107936,109349,62
19.10.2020,13:59:00,109710,115186,107967,110521,17
19.10.2020,14:00:00,112310,115169,107924,113136,93
19.10.2020,14:01:00,114712,115039,108015,108098,53
19.10.2020,14:02:00,112592,115181,107932,110394,75
19.10.2020,14:03:00,111066,115255,107942,112144,61
19.10.2020,14:04:00,110060,115244,107933,107979,36
19.10.2020,14:05:00,112659,115197,107937,113235,2
19.10.2020,14:06:00,110485,115194,107943,113460,2
19.10.2020,14:07:00,112993,115172,108076,110541,54
19.10.2020,14:08:00,110671,115264,107945,111084,97
19.10.2020,14:09:00,109352,115260,107997,110982,52
19.10.2020,14:10:00,110462,115295,107915,108216,73
19.10.2020,14:11:00,112460,115177,108022,108155,29
19.10.2020,14:12:00,114844,115146,108074,110931,58
19.10.2020,14:13:00,110039,115201,108207,112924,9
19.10.2020,14:14:00,113313,114827,108149,108149,38
19.10.2020,14:15:00,110919,115280,108314,108975,60
19.10.2020,14:16:00,107924,115208,107924,113710,25
19.10.2020,14:18:00,110038,115231,107947,114614,48
19.10.2020,14:19:00,112794,115268,108016,110869,77
19.10.2020,14:20:00,112146,115046,108019,108516,24
19.10.2020,14:21:00,110601,115188,108160,114217,55
19.10.2020,14:22:00,109277,115287,108273,113327,8
19.10.2020,14:23:00,109959,115124,107948,109178,33
19.10.2020,14:24:00,113589,115156,107948,108526,45
19.10.2020,14:25:00,111521,115290,108055,108697,86
19.10.2020,14:26:00,111622,114881,107935,112661,76
19.10.2020,14:27:00,110159,115236,108391,110163,13
19.10.2020,14:28:00,110974,115293,107939,109212,74
19.10.2020,14:29:00,108017,115165,107991,113821,74
19.10.2020,14:30:00,111713,115117,107918,114363,6
19.10.2020,14:31:00,110152,115197,107965,111633,86
19.10.2020,14:32:00,112245,115064,107965,113321,9
19.10.2020,14:33:00,110343,115042,108136,110860,56
19.10.2020,14:34:00,108443,115166,107967,114002,74
19.10.2020,14:35:00,112354,115041,107953,110921,67
19.10.2020,14:36:00,112645,115294,108388,114139,39
19.10.2020,14:37:00,109917,115239,107988,110612,1
19.10.2020,14:38:00,110592,115288,107939,111822,34
19.10.2020,14:39:00,113648,115225,107905,112568,11
19.10.2020,14:40:00,111308,115191,108143,110292,27
19.10.2020,14:41:00,111591,115256,107989,109369,16
19.10.2020,14:42:00,109302,115143,108157,109059,89
19.10.2020,14:43:00,112255,115042,108179,112585,86
19.10.2020,14:44:00,111933,114979,108014,108456,27
19.10.2020,14:45:00,110766,115230,108118,112532,45
19.10.2020,14:46:00,110188,114937,108095,109597,61
19.10.2020,14:47:00,112921,115266,108329,111606,9
19.10.2020,14:48:00,110768,115292,108004,112969,18
19.10.2020,14:49:00,111891,115286,107913,110390,37
19.10.2020,14:50:00,113185,115284,107936,108735,46
19.10.2020,14:51:00,110705,115100,108113,109882,70
19.10.2020,14:52:00,113549,114943,107966,112652,10
19.10.2020,14:53:00,110126,115239,107954,113738,14
19.10.2020,14:54:00,109289,115295,107936,110888,7
19.10.2020,14:55:00,110931,115241,108006,109845,34
19.10.2020,14:56:00,114219,115225,108004,113224,3
19.10.2020,14:58:00,108437,115178,107911,112032,91
19.10.2020,14:59:00,108213,114970,108083,108713,55
19.10.2020,15:00:00,113597,115242,107911,108308,56
19.10.2020,15:01:00,110864,115296,108016,111328,54
19.10.2020,15:02:00,111829,115097,107909,107997,33
19.10.2020,15:03:00,108898,115284,108212,112057,73
19.10.2020,15:04:00,108772,115275,107915,112615,86
19.10.2020,15:05:00,108338,115207,107921,114151,49
19.10.2020,15:06:00,114955,115108,108028,110878,67
19.10.2020,15:07:00,109854,115165,107985,109034,24
19.10.2020,15:08:00,109607,115297,108085,113584,9
19.10.2020,15:09:00,114295,115212,108068,109440,79
19.10.2020,15:10:00,112126,115193,107921,108217,96
19.10.2020,15:11:00,109390,115290,108024,113045,61
19.10.2020,15:12:00,115284,115299,107953,110230,89
19.10.2020,15:13:00,108540,115189,107975,110567,17
19.10.2020,15:14:00,114140,115050,108110,111339,7
19.10.2020,15:16:00,114651,115045,107963,114124,81
19.10.2020,15:17:00,113882,115265,107904,113726,80
19.10.2020,15:18:00,109015,115266,107971,111038,28
19.10.2020,15:19:00,115164,115217,107992,107992,58
19.10.2020,15:20:00,113570,115232,108260,111201,77
19.10.2020,15:21:00,111231,115297,108019,109548,8
19.10.2020,15:22:00,114912,115239,108049,108929,38
19.10.2020,15:23:00,114682,115242,108082,113481,14
19.10.2020,15:24:00,112410,115291,107977,109954,65
19.10.2020,15:25:00,112038,115237,108028,112125,50
19.10.2020,15:26:00,112562,115043,108028,112915,65
19.10.2020,15:27:00,109325,115241,108218,112321,78
19.10.2020,15:28:00,113989,115264,107950,115264,29
19.10.2020,15:29:00,107926,115191,107926,115049,22
19.10.2020,15:30:00,108885,115296,108025,114996,85
19.10.2020,15:31:00,109201,115259,108025,112219,30
19.10.2020,15:32:00,113128,115214,108170,114770,90
19.10.2020,15:33:00,108607,115246,107947,111020,65
19.10.2020,15:34:00,114132,115277,107942,113608,75
